spec_id,file,pl_name,spec_type,authors,instrument,facility,bibcode,n_points,n_usable,wave_min,wave_max,obs_date_min,obs_date_max
904,76-10-05-35__L_168_9_b_3.12495_5554_2.tbl,L 168-9 b,Transmission,Alam et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169...15A,53,53,2.88298,5.06276,,
905,51-78-21-34__L_168_9_b_3.12495_5554_3.tbl,L 168-9 b,Transmission,Alam et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169...15A,53,53,2.88298,5.06276,,
906,50-30-65-23__L_168_9_b_3.12495_5554_4.tbl,L 168-9 b,Transmission,Alam et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169...15A,53,53,2.88298,5.06276,,
907,79-66-31-81__L_168_9_b_3.12495_5554_5.tbl,L 168-9 b,Transmission,Alam et al. 2025,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169...15A,48,48,4.86,11.86,,
908,82-81-69-84__L_168_9_b_3.12495_5554_6.tbl,L 168-9 b,Transmission,Alam et al. 2025,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169...15A,48,48,4.86,11.86,,
909,40-98-61-92__XO_3_b_3.11482_5555_34.tbl,XO-3 b,Eclipse,Keating &amp; Cowan 2022,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2022MNRAS.509..289K,1,1,4.5,4.5,,
910,25-78-52-94__WASP_17_b_3.11446_5535_2.tbl,WASP-17 b,Eclipse,Valentine et al. 2024,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....168..123V,28,28,5.125,11.875,2460018.59539,2460018.59539
911,93-26-37-71__WASP_17_b_3.11446_5567_4.tbl,WASP-17 b,Transmission,Louie et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169...86L,2021,2021,0.85036,2.80981,,
912,23-79-70-81__WASP_17_b_3.11446_5567_3.tbl,WASP-17 b,Transmission,Louie et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169...86L,705,705,0.63031,0.94955,,
913,64-90-32-35__WASP_17_b_3.11446_5567_2.tbl,WASP-17 b,Transmission,Louie et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169...86L,119,119,0.85442,2.81537,,
914,44-85-58-33__WASP_17_b_3.11446_5567_1.tbl,WASP-17 b,Transmission,Louie et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169...86L,32,32,0.62905,0.86222,,
915,04-09-66-87__L_98_59_c_3.12373_5571_1.tbl,L 98-59 c,Transmission,Barclay et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....169..241B,19,19,1.137,1.639,,
916,52-27-97-08__TRAPPIST_1_b_3.11876_5572_1.tbl,TRAPPIST-1 b,Eclipse,Ducrot et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025NatAs...9..358D,2,2,12.8,15.0,,
917,94-06-46-93__HD_95086_b_3.11598_5573_1.tbl,HD 95086 b,Direct Imaging,M&acirc;lin et al. 2024,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024A&A...690A.316M,2,2,10.575,11.3,2460019.645833,2460019.681944
918,47-82-20-61__WASP_19_b_3.11448_5574_1.tbl,WASP-19 b,Eclipse,Tumborang et al. 2024,Wide Field Camera 3,Hubble Space Telescope satellite,2024AJ....168..296T,6,6,1.1752,1.5948,2456819.613679,2456819.613679
919,76-39-42-03__WASP_19_b_3.11448_5574_3.tbl,WASP-19 b,Transmission,Tumborang et al. 2024,Wide Field Camera 3,Hubble Space Telescope satellite,2024AJ....168..296T,6,6,1.1744,1.594,,
920,97-09-53-21__WASP_19_b_3.11448_5574_2.tbl,WASP-19 b,Eclipse,Tumborang et al. 2024,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2024AJ....168..296T,4,4,3.6,8.0,,
921,80-53-84-86__L_98_59_b_3.12372_5578_1.tbl,L 98-59 b,Transmission,Bello-Arufe et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite,2025ApJ...980L..26B,80,80,2.72449,5.10039,,
922,44-59-69-92__L_98_59_b_3.12372_5578_2.tbl,L 98-59 b,Transmission,Bello-Arufe et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite,2025ApJ...980L..26B,218,218,2.875,5.165,,
923,41-13-47-32__WASP_52_b_3.11565_5621_1.tbl,WASP-52 b,Transmission,Fournier-Tondreau et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite,2025MNRAS.539..422F,155,155,0.60431,2.8153,,
924,56-24-76-51__WASP_19_b_3.11448_3855_2.tbl,WASP-19 b,Eclipse,Wong et al. 2016,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2016ApJ...823..122W,2,2,3.6,4.5,,
925,22-34-64-96__HAT_P_7_b_3.8_3855_2.tbl,HAT-P-7 b,Eclipse,Wong et al. 2016,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2016ApJ...823..122W,2,2,3.6,4.5,,
926,00-19-89-46__GJ_436_b_3.10974_5610_1.tbl,GJ 436 b,Eclipse,Mukherjee et al. 2025,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite,2025ApJ...982L..39M,20,20,2.4299,4.0398,,
927,16-52-50-31__GJ_436_b_3.10974_5610_2.tbl,GJ 436 b,Eclipse,Mukherjee et al. 2025,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite,2025ApJ...982L..39M,20,20,3.8589,5.0595,,
928,07-05-25-93__GJ_436_b_3.10974_5610_3.tbl,GJ 436 b,Eclipse,Mukherjee et al. 2025,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite,2025ApJ...982L..39M,27,27,5.25,11.75,,
929,18-15-70-97__GJ_436_b_3.10974_5610_4.tbl,GJ 436 b,Eclipse,Mukherjee et al. 2025,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite,2025ApJ...982L..39M,20,20,2.42991,4.03979,,
930,69-68-44-39__GJ_436_b_3.10974_5610_5.tbl,GJ 436 b,Eclipse,Mukherjee et al. 2025,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite,2025ApJ...982L..39M,20,20,3.8589,5.05946,,
931,29-34-23-10__GJ_436_b_3.10974_5610_6.tbl,GJ 436 b,Eclipse,Mukherjee et al. 2025,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite,2025ApJ...982L..39M,25,25,5.78748,11.76044,,
932,78-72-43-30__GJ_504_b_3.11608_5635_1.tbl,GJ 504 b,Direct Imaging,M&acirc;lin et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025A&A...693A.315M,3,3,10.575,15.5,2460129.959201,2460130.012407
933,76-95-66-17__HR_8799_c_3.11391_5636_1.tbl,HR 8799 c,Direct Imaging,Greenbaum et al. 2018,Gemini Planet Imager (GPI),Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,2018AJ....155..226G,111,111,1.50776,2.36972,2456614.5,2457650.5
934,34-48-79-87__HR_8799_d_3.11392_5636_1.tbl,HR 8799 d,Direct Imaging,Greenbaum et al. 2018,Gemini Planet Imager (GPI),Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,2018AJ....155..226G,111,111,1.50776,2.36972,2456614.5,2457650.5
935,68-99-87-93__HR_8799_e_3.11393_5636_1.tbl,HR 8799 e,Direct Imaging,Greenbaum et al. 2018,Gemini Planet Imager (GPI),Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,2018AJ....155..226G,87,87,1.52168,2.32872,2456614.5,2457650.5
936,88-83-96-38__HR_2562_b_3.11929_5637_1.tbl,HR 2562 b,Direct Imaging,Godoy et al. 2024,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024A&A...689A.185G,3,3,10.575,15.5,,
937,82-49-11-80__K2_18_b_3.11793_5638_1.tbl,K2-18 b,Transmission,Madhusudhan et al. 2025,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...983L..40M,29,29,5.77634,11.79137,,
938,22-00-77-70__K2_18_b_3.11793_5638_2.tbl,K2-18 b,Transmission,Madhusudhan et al. 2025,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...983L..40M,29,29,5.77605,11.7913,,
939,41-06-60-13__L_98_59_c_3.12373_5503_1.tbl,L 98-59 c,Transmission,Scarsdale et al. 2024,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....168..276S,106,106,2.873,5.0725,,
940,93-29-31-64__L_98_59_c_3.12373_5503_2.tbl,L 98-59 c,Transmission,Scarsdale et al. 2024,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....168..276S,106,106,2.873,5.0725,,
941,94-98-01-69__L_98_59_c_3.12373_5503_3.tbl,L 98-59 c,Transmission,Scarsdale et al. 2024,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....168..276S,109,109,2.81223,5.07275,,
942,07-34-84-68__L_98_59_c_3.12373_5503_4.tbl,L 98-59 c,Transmission,Scarsdale et al. 2024,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....168..276S,109,109,2.81197,5.0725,,
943,40-43-35-07__AF_Lep_b_3.18764_5640_1.tbl,AF Lep b,Direct Imaging,Franson et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024ApJ...974L..11F,1,1,4.402,4.402,2460229.5,2460229.5
944,30-71-76-22__AF_Lep_b_3.18764_5640_2.tbl,AF Lep b,Direct Imaging,Franson et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024ApJ...974L..11F,1,1,4.402,4.402,2460323.5,2460323.5
945,39-45-61-56__AF_Lep_b_3.18764_5640_3.tbl,AF Lep b,Direct Imaging,Franson et al. 2024,NIRC2 Camera,W. M. Keck Observatory,2024ApJ...974L..11F,1,1,3.776,3.776,2460339.5,2460339.5
946,10-27-14-22__eps_Ind_A_b_3.12456_5444_1.tbl,eps Ind A b,Direct Imaging,Matthews et al. 2024,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024Natur.633..789M,2,2,10.575,15.5,2460128.5,2460128.5
947,06-60-72-02__eps_Ind_A_b_3.12456_5444_2.tbl,eps Ind A b,Direct Imaging,Matthews et al. 2024,VLT Imager and Spectrometer for mid-InfraRed (VISIR),European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,2024Natur.633..789M,1,1,11.3,11.3,2460128.5,2460128.5
948,82-46-27-44__WD_0806_661_b_3.11616_5641_1.tbl,WD 0806-661 b,Direct Imaging,Voyer et al. 2025,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...982L..38V,241,241,5.01566,11.97037,,
949,15-41-97-77__LTT_9779_b_3.12596_5650_1.tbl,LTT 9779 b,Eclipse,Coulombe et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025NatAs...9..512C,32,32,0.61564,2.78933,,
950,61-14-50-60__TOI_776_b_3.12641_5649_1.tbl,TOI-776 b,Transmission,Alderson et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..142A,106,106,2.873,5.0725,,
951,00-03-19-20__TOI_776_b_3.12641_5649_2.tbl,TOI-776 b,Transmission,Alderson et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..142A,106,106,2.873,5.0725,,
952,27-55-67-32__TOI_776_b_3.12641_5649_3.tbl,TOI-776 b,Transmission,Alderson et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..142A,106,106,2.87282,5.07247,,
953,68-92-50-91__TOI_776_b_3.12641_5649_4.tbl,TOI-776 b,Transmission,Alderson et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..142A,106,106,2.87308,5.07269,,
954,18-15-26-36__TOI_776_c_3.12642_5648_1.tbl,TOI-776 c,Transmission,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..249T,106,106,2.873,5.0725,,
955,93-27-49-10__TOI_776_c_3.12642_5648_2.tbl,TOI-776 c,Transmission,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..249T,106,106,2.873,5.0725,,
956,31-65-03-58__TOI_776_c_3.12642_5648_3.tbl,TOI-776 c,Transmission,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..249T,106,106,2.873,5.0725,,
957,24-48-55-04__TOI_776_c_3.12642_5648_4.tbl,TOI-776 c,Transmission,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..249T,106,106,2.87284,5.07262,,
958,51-54-90-65__TOI_776_c_3.12642_5648_5.tbl,TOI-776 c,Transmission,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..249T,106,106,2.87284,5.07262,,
959,91-29-57-19__TOI_776_c_3.12642_5648_6.tbl,TOI-776 c,Transmission,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..249T,106,106,2.87284,5.07262,,
960,25-45-20-06__TOI_431_b_3.12780_5663_1.tbl,TOI-431 b,Eclipse,Monaghan et al. 2025,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2025AJ....169..239M,1,1,4.5,4.5,,
961,84-48-45-74__HAT_P_26_b_3.11010_5664_1.tbl,HAT-P-26 b,Transmission,Ramos Rosado et al. 2025,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2025AJ....169..259R,4,4,0.34,0.53,,
962,15-46-65-93__HAT_P_26_b_3.11010_5664_2.tbl,HAT-P-26 b,Transmission,Ramos Rosado et al. 2025,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2025AJ....169..259R,7,7,0.55,0.96,,
963,96-23-32-16__TOI_1468_b_3.14318_5673_1.tbl,TOI-1468 b,Eclipse,Meier Vald&eacute;s et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025A&A...698A..68M,1,1,15.0,15.0,2460277.5,2460277.5
964,52-62-59-26__TOI_1468_b_3.14318_5673_2.tbl,TOI-1468 b,Eclipse,Meier Vald&eacute;s et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025A&A...698A..68M,1,1,15.0,15.0,2460279.5,2460279.5
965,78-76-00-06__TOI_1468_b_3.14318_5673_3.tbl,TOI-1468 b,Eclipse,Meier Vald&eacute;s et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025A&A...698A..68M,1,1,15.0,15.0,2460326.5,2460326.5
966,13-38-39-13__TOI_1468_b_3.14318_5673_4.tbl,TOI-1468 b,Eclipse,Meier Vald&eacute;s et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025A&A...698A..68M,1,1,15.0,15.0,,
967,57-65-37-01__wASP_43_b_3.11469_5674_1.tbl,WASP-43 b,Eclipse,Murphy et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2023AJ....165..107M,1,1,4.5,4.5,,
968,14-75-44-60__TrES_4_b_3.11432_5676_1.tbl,TrES-4 b,Transmission,Meech et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.539.1381M,61,61,2.77652,5.17966,,
969,57-39-18-40__TrES_4_b_3.11432_5676_2.tbl,TrES-4 b,Transmission,Meech et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.539.1381M,61,61,2.77652,5.17966,,
970,65-69-98-78__WASP_15_b_3.11444_5675_1.tbl,WASP-15 b,Transmission,Kirk et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.537.3027K,61,61,2.77652,5.17966,,
971,67-57-31-61__WASP_15_b_3.11444_5675_2.tbl,WASP-15 b,Transmission,Kirk et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.537.3027K,241,241,2.76616,5.1661,,
972,12-91-60-32__WASP_15_b_3.11444_5675_3.tbl,WASP-15 b,Transmission,Kirk et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.537.3027K,60,60,2.77652,5.12838,,
973,36-35-13-68__WASP_15_b_3.11444_5675_4.tbl,WASP-15 b,Transmission,Kirk et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.537.3027K,239,239,2.76616,5.15321,,
974,82-71-95-80__HD_219666_b_3.12304_5677_1.tbl,HD 219666 b,Transmission,Murphy et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....169..286M,15,15,1.13,1.604,,
975,55-12-00-94__HD_219666_b_3.12304_5677_2.tbl,HD 219666 b,Transmission,Murphy et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....169..286M,15,15,1.13,1.604,,
976,26-34-94-73__HD_219666_b_3.12304_5677_3.tbl,HD 219666 b,Transmission,Murphy et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....169..286M,15,15,1.13,1.604,,
977,46-89-29-89__GJ_357_b_3.12407_5682_1.tbl,GJ 357 b,Transmission,Taylor et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.540.3677T,60,60,0.862,2.803,,
978,63-52-58-80__HAT_P_2_b_3.11014_5683_1.tbl,HAT-P-2 b,Transmission,Jacobs et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....169...96J,17,17,1.126,1.638,,
979,08-59-25-65__HAT_P_2_b_3.11014_5683_2.tbl,HAT-P-2 b,Eclipse,Jacobs et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....169...96J,17,17,1.126,1.638,,
980,05-50-88-79__WASP_127_b_3.11973_5684_1.tbl,WASP-127 b,Transmission,Boehm et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....169...23B,59,59,0.2075,0.7875,,
981,46-55-48-48__LHS_1140_c_3.12258_5685_1.tbl,LHS 1140 c,Eclipse,Fortune et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025A&A...701A..25F,1,1,15.0,15.0,,
982,57-45-90-72__LTT_1445_A_b_3.12411_5686_1.tbl,LTT 1445 A b,Eclipse,Wachiraphan et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..311W,20,20,5.2477,11.8128,,
983,54-41-94-29__LTT_1445_A_b_3.12411_5686_2.tbl,LTT 1445 A b,Eclipse,Wachiraphan et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..311W,20,20,5.2495,11.8142,,
984,88-83-04-09__WASP_96_b_3.11667_5692_1.tbl,WASP-96 b,Transmission,Nikolov et al. 2022,FORS2 Spectrograph,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Antu (UT1) at Paranal Observatory,2022MNRAS.515.3037N,49,49,0.37565,0.7973,,
985,20-87-66-65__WASP_96_b_3.11667_5692_2.tbl,WASP-96 b,Transmission,Nikolov et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022MNRAS.515.3037N,66,66,0.8246,1.63495,,
986,27-17-58-53__WASP_96_b_3.11667_5692_3.tbl,WASP-96 b,Transmission,Nikolov et al. 2022,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2022MNRAS.515.3037N,2,2,3.6,4.5,,
987,94-43-47-26__WASP_96_b_3.11667_5692_4.tbl,WASP-96 b,Eclipse,Nikolov et al. 2022,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2022MNRAS.515.3037N,2,2,3.6,4.5,2458787.6139,2458794.4777
988,90-43-88-63__TRAPPIST_1_c_3.11877_5693_1.tbl,TRAPPIST-1 c,Transmission,Radica et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...979L...5R,26,26,0.72,2.77,,
989,78-70-23-49__TRAPPIST_1_c_3.11877_5693_2.tbl,TRAPPIST-1 c,Transmission,Radica et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...979L...5R,26,26,0.72,2.77,,
990,17-22-84-93__WISE_J104915.57_531906.1_A_b_3.19807_5694_1.tbl,Luhman 16 b,Direct Imaging,Biller et al. 2024,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024MNRAS.532.2207B,194,0,,,,
991,94-05-83-12__WISE_J104915.57_531906.1_A_b_3.19807_5694_2.tbl,Luhman 16 b,Direct Imaging,Biller et al. 2024,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024MNRAS.532.2207B,369,0,,,,
992,40-37-64-81__WASP_121_b_3.11900_5699_4.tbl,WASP-121 b,Transmission,Gapp et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..341G,1748,1748,2.72575,5.17102,,
993,17-71-93-65__WASP_121_b_3.11900_5699_3.tbl,WASP-121 b,Transmission,Gapp et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..341G,349,349,2.72847,5.1671,,
994,61-07-45-20__WASP_121_b_3.11900_5699_2.tbl,WASP-121 b,Transmission,Gapp et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..341G,1747,1747,2.72575,5.17102,,
995,03-59-34-90__WASP_121_b_3.11900_5699_1.tbl,WASP-121 b,Transmission,Gapp et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....169..341G,349,349,2.72847,5.1671,,
996,82-40-97-21__GJ_341_b_3.19698_5705_12.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,54,54,3.93531,4.97374,,
997,70-50-94-26__GJ_341_b_3.19698_5705_11.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,54,54,3.93531,4.97374,,
998,77-62-89-73__GJ_341_b_3.19698_5705_10.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,54,54,3.93531,4.97374,,
999,30-82-22-55__GJ_341_b_3.19698_5705_9.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,54,54,3.93531,4.97374,,
1000,82-48-48-91__GJ_341_b_3.19698_5705_8.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,57,57,3.90641,5.00362,,
1001,19-58-98-80__GJ_341_b_3.19698_5705_7.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,57,57,3.90641,5.00362,,
1002,51-27-14-29__GJ_341_b_3.19698_5705_6.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,57,57,3.90641,5.00362,,
1003,28-62-39-97__GJ_341_b_3.19698_5705_5.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,57,57,3.90641,5.00362,,
1004,66-94-28-21__GJ_341_b_3.19698_5705_4.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,55,55,3.91,4.99,,
1005,23-10-96-12__GJ_341_b_3.19698_5705_3.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,55,55,3.91,4.99,,
1006,63-80-25-89__GJ_341_b_3.19698_5705_2.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,55,55,3.91,4.99,,
1007,65-23-18-38__GJ_341_b_3.19698_5705_1.tbl,GJ 341 b,Transmission,Kirk et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2024AJ....167...90K,55,55,3.91,4.99,,
