spec_id,file,pl_name,spec_type,authors,instrument,facility,bibcode,n_points,n_usable,wave_min,wave_max,obs_date_min,obs_date_max
1008,71-62-86-77__TRAPPIST_1_c_3.11877_5704_2.tbl,TRAPPIST-1 c,Transmission,Rathcke et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...979L..19R,362,362,0.8031,5.19278,,
1009,58-69-28-21__TRAPPIST_1_b_3.11876_5704_1.tbl,TRAPPIST-1 b,Transmission,Rathcke et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...979L..19R,362,362,0.8031,5.19278,,
1010,37-04-90-15__WASP_17_b_3.11446_5703_6.tbl,WASP-17 b,Transmission,Alderson et al. 2022,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2022MNRAS.512.4185A,14,14,0.34,0.565,,
1011,94-27-55-86__WASP_17_b_3.11446_5703_5.tbl,WASP-17 b,Transmission,Alderson et al. 2022,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2022MNRAS.512.4185A,14,14,0.34,0.565,,
1012,22-60-17-96__WASP_17_b_3.11446_5703_4.tbl,WASP-17 b,Transmission,Alderson et al. 2022,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2022MNRAS.512.4185A,14,14,0.34,0.565,,
1013,50-72-07-74__WASP_17_b_3.11446_5703_3.tbl,WASP-17 b,Transmission,Alderson et al. 2022,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2022MNRAS.512.4185A,12,12,0.55,0.985,,
1014,62-60-77-24__WASP_17_b_3.11446_5703_2.tbl,WASP-17 b,Transmission,Alderson et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022MNRAS.512.4185A,25,25,1.13801,1.62383,,
1015,86-61-12-36__WASP_17_b_3.11446_5703_1.tbl,WASP-17 b,Transmission,Alderson et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022MNRAS.512.4185A,15,15,0.81979,1.11103,,
1016,12-37-51-89__HIP_41378_f_3.11912_5702_1.tbl,HIP 41378 f,Transmission,Alam et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022ApJ...927L...5A,30,30,1.113,1.652,,
1017,65-73-78-52__WASP_62_b_3.11544_5701_2.tbl,WASP-62 b,Transmission,Alam et al. 2021,Infrared Array Camera (IRAC),Spitzer Space Telescope Satelite,2021ApJ...906L..10A,2,2,3.6,4.5,,
1018,15-69-71-42__WASP_62_b_3.11544_5701_1.tbl,WASP-62 b,Transmission,Alam et al. 2021,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2021ApJ...906L..10A,29,29,0.33,0.96425,,
1019,03-82-14-13__WASP_94_A_b_3.11708_5700_1.tbl,WASP-94 A b,Transmission,Ahrer et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.540.2535A,61,61,2.77652,5.17966,,
1020,43-45-25-40__WASP_94_A_b_3.11708_5700_2.tbl,WASP-94 A b,Transmission,Ahrer et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.540.2535A,240,240,2.76616,5.1661,,
1021,89-60-67-53__WASP_94_A_b_3.11708_5700_3.tbl,WASP-94 A b,Transmission,Ahrer et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.540.2535A,57,57,2.86048,5.12804,,
1022,45-60-44-21__WASP_94_A_b_3.11708_5700_4.tbl,WASP-94 A b,Transmission,Ahrer et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.540.2535A,224,224,2.87886,5.16596,,
1023,08-70-19-18__V1298_Tau_b_3.12385_5719_1.tbl,V1298 Tau b,Transmission,Barat et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..165B,342,342,2.70623,5.14653,,
1024,08-92-33-83__TOI_1685_b_3.12738_5741_1.tbl,TOI-1685 b,Transmission,Luque et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170...49L,26,26,2.8605,3.6985,,
1025,55-77-22-55__TOI_1685_b_3.12738_5741_2.tbl,TOI-1685 b,Transmission,Luque et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170...49L,26,26,2.8605,3.6985,,
1026,20-00-35-87__TOI_1685_b_3.12738_5741_3.tbl,TOI-1685 b,Transmission,Luque et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170...49L,26,26,2.8605,3.6985,,
1027,40-08-93-14__TOI_1685_b_3.12738_5741_4.tbl,TOI-1685 b,Transmission,Luque et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170...49L,40,40,3.84,5.155,,
1028,73-33-08-62__TOI_1685_b_3.12738_5741_5.tbl,TOI-1685 b,Transmission,Luque et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170...49L,40,40,3.84,5.155,,
1029,36-72-72-31__TOI_1685_b_3.12738_5741_6.tbl,TOI-1685 b,Transmission,Luque et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170...49L,40,40,3.84,5.155,,
1030,45-16-02-56__TOI_1685_b_3.12738_5741_7.tbl,TOI-1685 b,Eclipse,Luque et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170...49L,10,10,2.931,5.037,,
1031,88-64-06-06__TRAPPIST_1_e_3.11990_5756_1.tbl,TRAPPIST-1 e,Transmission,Espinoza et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...990L..52E,67,67,0.6292,5.2084,,
1032,40-38-07-00__TRAPPIST_1_e_3.11990_5756_2.tbl,TRAPPIST-1 e,Transmission,Espinoza et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...990L..52E,67,67,0.6292,5.2084,,
1033,52-45-05-46__TRAPPIST_1_e_3.11990_5756_3.tbl,TRAPPIST-1 e,Transmission,Espinoza et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...990L..52E,67,67,0.6292,5.2084,,
1034,73-78-08-08__TRAPPIST_1_e_3.11990_5756_4.tbl,TRAPPIST-1 e,Transmission,Espinoza et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...990L..52E,67,67,0.6292,5.2084,,
1035,36-61-78-72__K2_22_b_3.11807_5742_1.tbl,K2-22 b,Transmission,Tusay et al. 2025,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...987L...6T,17,17,4.52425,11.59879,,
1036,44-43-64-21__K2_22_b_3.11807_5742_2.tbl,K2-22 b,Transmission,Tusay et al. 2025,Teledyne e2v CCD detector,CHaracterising ExOPlanet Satellite (CHEOPS),2025ApJ...987L...6T,1,1,0.715,0.715,,
1037,03-00-05-87__K2_22_b_3.11807_5742_3.tbl,K2-22 b,Transmission,Tusay et al. 2025,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...987L...6T,230,230,4.39119,11.84585,,
1038,08-18-05-32__WASP_127_b_3.11973_5758_1.tbl,WASP-127 b,Transmission,Fu et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...986....1F,57,57,2.72421,5.09983,,
1039,55-77-84-88__HD_3167_c_3.11925_5760_1.tbl,HD 3167 c,Transmission,Mikal-Evans et al. 2021,Wide Field Camera 3,Hubble Space Telescope satellite,2021AJ....161...18M,28,28,1.134,1.634,,
1040,94-13-83-23__HD_3167_c_3.11925_5760_2.tbl,HD 3167 c,Transmission,Mikal-Evans et al. 2021,Kepler CCD Array,The Kepler Mission,2021AJ....161...18M,1,1,0.55,0.55,,
1041,16-21-21-12__HD_3167_c_3.11925_5760_3.tbl,HD 3167 c,Transmission,Mikal-Evans et al. 2021,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2021AJ....161...18M,1,1,4.5,4.5,,
1042,14-62-04-70__TRAPPIST_1_g_3.11992_4232_1.tbl,TRAPPIST-1 g,Transmission,Wakeford et al. 2019,Wide Field Camera 3,Hubble Space Telescope satellite,2019AJ....157...11W,12,12,1.1375,1.635,,
1043,64-44-24-58__HAT_P_26_b_3.11010_5775_1.tbl,HAT-P-26 b,Transmission,Gressier et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..292G,229,229,2.77742,5.14741,,
1044,32-61-94-78__HAT_P_26_b_3.11010_5775_2.tbl,HAT-P-26 b,Transmission,Gressier et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..292G,214,214,2.87458,5.12128,,
1045,78-79-77-21__TOI_270_b_3.12404_5776_1.tbl,TOI-270 b,Transmission,Coulombe et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..226C,113,113,2.86969,5.14391,,
1046,78-62-01-43__TOI_270_b_3.12404_5776_2.tbl,TOI-270 b,Transmission,Coulombe et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..226C,113,113,2.86975,5.13939,,
1047,94-31-16-94__TOI_270_b_3.12404_5776_3.tbl,TOI-270 b,Transmission,Coulombe et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..226C,113,113,2.86994,5.14393,,
1048,07-25-65-89__KELT_7_b_3.11769_5759_1.tbl,KELT-7 b,Transmission,Gasc&oacute;n et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....170..178G,57,57,0.206,0.766,,
1049,40-42-81-69__KELT_7_b_3.11769_5798_1.tbl,KELT-7 b,Transmission,Ahrer et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.543.2442A,61,61,2.77652,5.17966,,
1050,19-81-77-29__KELT_7_b_3.11769_5798_3.tbl,KELT-7 b,Transmission,Ahrer et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.543.2442A,241,241,2.76616,5.1661,,
1051,47-56-45-69__KELT_7_b_3.11769_5798_5.tbl,KELT-7 b,Transmission,Ahrer et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.543.2442A,61,61,2.77652,5.17849,,
1052,70-97-44-67__KELT_7_b_3.11769_5798_7.tbl,KELT-7 b,Transmission,Ahrer et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025MNRAS.543.2442A,241,241,2.75196,5.16493,,
1053,28-96-83-52__TOI_421_b_3.12609_5799_1.tbl,TOI-421 b,Transmission,Davenport et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...984L..44D,39,39,0.89269,2.7386,,
1054,56-43-30-37__TOI_421_b_3.12609_5799_2.tbl,TOI-421 b,Transmission,Davenport et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...984L..44D,32,32,2.7519,5.0844,,
1055,90-00-53-85__TOI_421_b_3.12609_5799_3.tbl,TOI-421 b,Transmission,Davenport et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...984L..44D,39,39,0.91113,2.75856,,
1056,86-01-55-03__TOI_270_d_3.12406_5800_1.tbl,TOI-270 d,Transmission,Felix et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025A&A...701A.296F,2037,2037,0.85126,2.82661,,
1057,66-97-58-60__TOI_270_d_3.12406_5800_2.tbl,TOI-270 d,Transmission,Felix et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025A&A...701A.296F,3474,3474,2.74196,5.17075,,
1058,19-10-27-13__GJ_357_b_3.12407_5801_1.tbl,GJ 357 b,Transmission,Adams Redai et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..219A,53,53,2.88298,5.06276,,
1059,60-14-60-24__GJ_357_b_3.12407_5801_2.tbl,GJ 357 b,Transmission,Adams Redai et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..219A,53,53,2.883,5.0625,,
1060,29-55-77-54__HD_80606_b_3.11343_5802_1.tbl,HD 80606 b,Eclipse,Sikora et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..105S,24,24,2.79932,5.17392,2459884.767361,2459884.767361
1061,79-35-62-78__TrES_2_b_3.237_4084_1.tbl,TrES-2 b,Eclipse,ODonovan et al. 2010,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2010ApJ...710.1551O,4,4,3.6,8.0,2454070.04805,2454324.522
1062,80-52-77-34__WASP_80_b_3.11585_4291_1.tbl,WASP-80 b,Transmission,Sedaghati et al. 2017,FORS2,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Antu (UT1) at Paranal Observatory,2017MNRAS.468.3123S,23,23,0.753,0.973,,
1063,28-36-16-03__WASP_63_b_3.11545_4290_1.tbl,WASP-63 b,Transmission,Kilpatrick et al. 2018,WFC3,Hubble Space Telescope satellite,2018AJ....156..103K,15,15,1.1425,1.6325,,
1064,38-96-99-12__WASP_63_b_3.11545_4290_2.tbl,WASP-63 b,Transmission,Kilpatrick et al. 2018,WFC3,Hubble Space Telescope satellite,2018AJ....156..103K,15,15,1.1425,1.6325,,
1065,90-69-46-35__WASP_63_b_3.11545_4290_3.tbl,WASP-63 b,Transmission,Kilpatrick et al. 2018,WFC3,Hubble Space Telescope satellite,2018AJ....156..103K,16,16,1.1352,1.6224,,
1066,60-10-93-98__TOI_561_b_3.12643_5839_1.tbl,TOI-561 b,Eclipse,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...995L..39T,7,7,3.005,4.908,2460431.969444,2460431.969444
1067,12-39-39-69__TOI_561_b_3.12643_5839_2.tbl,TOI-561 b,Eclipse,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...995L..39T,7,7,3.005,4.908,2460431.969444,2460431.969444
1068,06-73-86-40__TOI_561_b_3.12643_5839_3.tbl,TOI-561 b,Eclipse,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...995L..39T,7,7,3.005,4.908,2460431.969444,2460431.969444
1069,99-33-69-46__TRAPPIST_1_d_3.11878_5840_1.tbl,TRAPPIST-1 d,Transmission,Piaulet-Ghorayeb et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...989..181P,24,24,0.696,4.978,,
1070,52-97-56-47__TRAPPIST_1_d_3.11878_5840_2.tbl,TRAPPIST-1 d,Transmission,Piaulet-Ghorayeb et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...989..181P,24,24,0.696,4.978,,
1071,38-03-46-77__HAT_P_12_b_3.10993_5841_1.tbl,HAT-P-12 b,Transmission,Crouzet et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025A&A...703A.264C,117,117,2.85,5.17,,
1072,47-79-23-85__HAT_P_12_b_3.10993_5841_2.tbl,HAT-P-12 b,Transmission,Crouzet et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025A&A...703A.264C,117,117,2.85,5.17,,
1073,63-22-60-66__HD_143811_b_3.20499_5857_1.tbl,HD 143811 AB b,Direct Imaging,Jones et al. 2025,Gemini Planet Imager (GPI),Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,2025ApJ...995L..41J,34,34,1.51,1.773,2457508.5,2457508.5
1074,68-35-19-29__LTT_3780_b_3.12528_5859_1.tbl,LTT 3780 b,Eclipse,Allen et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..240A,1,1,15.0,15.0,2460435.5,2460435.5
1075,05-44-59-67__LTT_3780_b_3.12528_5859_2.tbl,LTT 3780 b,Eclipse,Allen et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..240A,1,1,15.0,15.0,2460434.5,2460434.5
1076,51-42-72-33__LTT_3780_b_3.12528_5859_3.tbl,LTT 3780 b,Eclipse,Allen et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..240A,1,1,15.0,15.0,,
1077,15-68-87-52__LTT_3780_b_3.12528_5859_4.tbl,LTT 3780 b,Eclipse,Allen et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..240A,1,1,15.0,15.0,2460435.5,2460435.5
1078,91-41-38-37__LTT_3780_b_3.12528_5859_5.tbl,LTT 3780 b,Eclipse,Allen et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..240A,1,1,15.0,15.0,2460434.5,2460434.5
1079,32-74-22-35__LTT_3780_b_3.12528_5859_6.tbl,LTT 3780 b,Eclipse,Allen et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..240A,1,1,15.0,15.0,,
1080,32-06-67-57__GJ_1132_b_3.11819_5867_1.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,62,62,2.76529,5.16127,,
1081,33-56-32-59__GJ_1132_b_3.11819_5867_2.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,62,62,2.76529,5.16127,,
1082,14-19-75-68__GJ_1132_b_3.11819_5867_3.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,64,64,2.76513,5.16358,,
1083,03-69-88-69__GJ_1132_b_3.11819_5867_4.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,64,64,2.76513,5.16358,,
1084,88-29-98-81__GJ_1132_b_3.11819_5867_5.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,54,54,2.93444,5.12135,,
1085,61-44-75-29__GJ_1132_b_3.11819_5867_6.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,54,54,2.93444,5.12135,,
1086,09-87-92-88__GJ_1132_b_3.11819_5867_7.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,58,58,2.93431,5.16358,,
1087,57-71-72-21__GJ_1132_b_3.11819_5867_8.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,58,58,2.93431,5.16358,,
1088,68-40-55-76__GJ_1132_b_3.11819_5867_9.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,62,62,2.76529,5.16127,,
1089,38-73-52-92__GJ_1132_b_3.11819_5867_10.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,62,62,2.76529,5.16127,,
1090,18-14-03-61__GJ_1132_b_3.11819_5867_11.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,64,64,2.76513,5.16358,,
1091,61-42-94-90__GJ_1132_b_3.11819_5867_12.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,64,64,2.76513,5.16358,,
1092,13-50-40-04__GJ_1132_b_3.11819_5867_13.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,64,64,2.76513,5.16358,,
1093,48-44-25-55__GJ_1132_b_3.11819_5867_14.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,58,58,2.93431,5.16358,,
1094,91-40-56-31__GJ_1132_b_3.11819_5867_15.tbl,GJ 1132 b,Transmission,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170..205B,64,64,2.76513,5.16358,,
1095,53-68-26-70__PSR_J2322_2650_b_3.12100_5868_1.tbl,PSR J2322-2650 b,Direct Imaging,Zhang et al. 2025,Near Infrared Spectrograph (NIRSpec) - G235H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...995L..64Z,3127,0,,,,
1096,18-49-97-48__PSR_J2322_2650_b_3.12100_5868_2.tbl,PSR J2322-2650 b,Direct Imaging,Zhang et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...995L..64Z,392,383,0.60676,5.27979,,
1097,82-60-54-09__PSR_J2322_2650_b_3.12100_5868_3.tbl,PSR J2322-2650 b,Direct Imaging,Zhang et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...995L..64Z,392,0,,,,
1098,01-37-08-18__PSR_J2322_2650_b_3.12100_5868_4.tbl,PSR J2322-2650 b,Direct Imaging,Zhang et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025ApJ...995L..64Z,392,0,,,,
1099,78-18-29-10__CoRoT_1_b_3.10951_5869_1.tbl,CoRoT-1 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2023AJ....165..104D,1,1,3.6,3.6,2455162.312441,2455162.312441
1100,27-60-34-54__CoRoT_1_b_3.10951_5869_2.tbl,CoRoT-1 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2023AJ....165..104D,1,1,4.5,4.5,2455159.295752,2455159.295752
1101,55-38-92-60__CoRoT_2_b_3.10954_5869_3.tbl,CoRoT-2 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2023AJ....165..104D,1,1,3.6,3.6,2455160.598468,2455160.598468
1102,71-97-73-26__CoRoT_2_b_3.10954_5869_4.tbl,CoRoT-2 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2023AJ....165..104D,1,1,4.5,4.5,2454771.949828,2454771.949828
