pl_name,spec_type,spec_id_a,spec_id_b,authors_a,authors_b,instrument_a,instrument_b,same_instrument,epoch_class,tested,n,n_interp,offset,offset_err,chi2,dof,p_value,chi2_red,slope,slope_err,p_slope,chi2_red_slope,shared_suspect,significant
WASP-52 b,Transmission,923,1689,Fournier-Tondreau et al. 2025,Bruno et al. 2018,Near Infrared Imager and Slitless Spectrograph (NIRISS),Wide Field Camera 3,False,unknown,True,19.0,0.0,0.031460760288205644,0.0037799416566906122,10.589206347972421,18.0,0.9109692270697911,0.5882892415540234,-0.0043950735627433886,0.02572559058631844,0.8785015183699635,0.621177560744726,False,False
WASP-39 b,Transmission,298,449,Nikolov et al. 2016,Sing et al. 2016,FORS2,Space Telescope Imaging Spectrograph,False,unknown,True,26.0,3.0,-0.001334731202425607,0.008541873508805498,16.11845160426256,25.0,0.9112555836579554,0.6447380641705024,-0.12684110193685155,0.10401602469282366,0.9310813442180591,0.6096425984030818,False,False
WASP-17 b,Transmission,215,576,Sing et al. 2016,Panek et al. 2023,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,12.0,3.0,-0.02089586243588827,0.012619647876751903,5.367111922985901,11.0,0.9120931678486727,0.487919265725991,-0.11698465076404037,0.0816277269330601,0.9730638052829698,0.3313197428047465,False,False
WASP-127 b,Transmission,350,980,Palle et al. 2017,Boehm et al. 2025,ALFOSC,Wide Field Camera 3,False,unknown,True,18.0,0.0,0.023590322526491708,0.011699123363751235,9.782792825323792,17.0,0.9124708075932555,0.5754584014896348,0.011441329060110163,0.13065784376143447,0.8781049150243624,0.6109453017206866,False,False
WASP-79 b,Eclipse,517,655,Mansfield et al. 2021,Changeat et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,13.0,0.0,0.006805893712188427,0.0020436665987214712,6.057641952846776,12.0,0.9131484922989019,0.5048034960705646,-0.025971516059812374,0.013964899005784407,0.9950367442358895,0.23626302564417065,False,False
55 Cnc e,Eclipse,852,857,Patel et al. 2024,Patel et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,independent,True,28.0,28.0,9.463475713862522e-05,0.0006382432668071113,17.67002687506558,27.0,0.913281649509929,0.6544454398172438,-0.001544654170641263,0.0025052626847043885,0.9000643260668438,0.6649952311483099,False,False
WASP-107 b,Transmission,773,901,Welbanks et al. 2024,Murphy et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,unknown,True,30.0,0.0,-0.003463696422339425,0.0016740026742499286,19.299870402082018,29.0,0.9133549091243931,0.6655127724855868,0.005916401566590969,0.004075623862823583,0.9446875941907442,0.6140202455395665,False,False
55 Cnc e,Eclipse,851,853,Patel et al. 2024,Patel et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,independent,True,30.0,30.0,-0.00012034191576971544,0.00044684504080390997,19.259362784881734,29.0,0.9144550469564127,0.6641159580993702,0.00023280052084686048,0.0018158360659971762,0.8904734025912447,0.6872473601862925,False,False
WASP-57 b,Transmission,187,332,Southworth et al. 2015,Southworth et al. 2015,GROND,BUSCA,False,unknown,True,3.0,3.0,0.09349031296909457,0.08359650384487557,0.1755024337468734,2.0,0.9159887309193856,0.0877512168734367,,,,,False,False
HAT-P-1 b,Transmission,22,392,Sing et al. 2016,Nikolov et al. 2014,Space Telescope Imaging Spectrograph,Space Telescope Imaging Spectrograph,True,unknown,True,12.0,0.0,0.005926006573035838,0.003858517975934368,5.293839732912597,11.0,0.9161051809013987,0.4812581575375088,0.02496212014117835,0.032384007146182184,0.9103159604385553,0.46996819848663085,False,False
GJ 3090 b,Transmission,1550,1555,Ahrer et al. 2025,Ahrer et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395H,True,unknown,True,55.0,0.0,-0.004605898537346326,0.0010120709644093845,40.24916864948023,54.0,0.917760081545852,0.7453549749903746,0.003628875493166294,0.001730537024058558,0.9658118915932421,0.6764510684159967,False,False
WASP-96 b,Transmission,1614,1662,Wang et al. 2026,Yip et al. 2021,Near Infrared Imager and Slitless Spectrograph (NIRISS),Wide Field Camera 3,False,unknown,True,38.0,4.0,-0.01608682967305672,0.0034831750098571175,25.703649710694236,37.0,0.9188613789733394,0.6946932354241685,-0.0020578629682346506,0.016532890821199967,0.8988305296156669,0.7135599088409269,False,False
GJ 436 b,Eclipse,927,929,Mukherjee et al. 2025,Mukherjee et al. 2025,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,unknown,True,3.0,2.0,-0.0023797546102030443,0.0022830980294399556,0.16896025818201704,2.0,0.9189899163603921,0.08448012909100852,,,,,False,False
GJ 1132 b,Transmission,556,1088,May et al. 2023,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec) - G395H,False,unknown,True,60.0,0.0,0.0010572905518598812,0.0009364004780617583,44.504217995613836,59.0,0.9192304368375152,0.7543087795866752,-0.003102071110559986,0.0015781702688244124,0.9594728948451465,0.7006997540863641,False,False
TOI-5205 b,Transmission,1600,1605,Ca&ntilde;as et al. 2026,Ca&ntilde;as et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,Near Infrared Spectrograph (NIRSpec) - PRISM,True,unknown,True,469.0,1.0,0.005235892939190784,0.0021520713957165444,425.57053825233317,468.0,0.9206069284580856,0.9093387569494299,0.009892334088053411,0.0021700488598150472,0.9826414588369089,0.8667878309801674,False,False
WASP-19 b,Transmission,285,1671,Sedaghati et al. 2015,Sedaghati et al. 2017,FORS2,FORS2,True,unknown,True,6.0,0.0,-0.01192046899033312,0.019499751305324612,1.4309124298178197,5.0,0.9209021553476976,0.28618248596356394,0.02464376658457039,1.2421457212777238,0.8388737330938181,0.3576297042850427,False,False
L 98-59 b,Transmission,881,1626,Damiano et al. 2022,Zhou et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,17.0,0.0,-0.0003978369805016671,0.0011537998017263473,8.812365251003472,16.0,0.9209388806611565,0.550772828187717,0.0028239693804267304,0.008430401603646352,0.8926661822466383,0.5800104899853992,False,False
HD 189733 b,Transmission,38,462,Borsa et al. 2016,Pont et al. 2013,HARPS Echelle Spectrograph,Space Telescope Imaging Spectrograph,False,unknown,True,6.0,1.0,0.02825691236826852,0.005514359609979885,1.4222776893201745,5.0,0.921860909834757,0.2844555378640349,0.07915010284590006,0.08711091457313211,0.9634296581830182,0.14917506068930017,False,False
WASP-94 A b,Transmission,1020,1021,Ahrer et al. 2025,Ahrer et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec),True,unknown,True,57.0,0.0,-0.00367685924588881,0.0009031533229374432,41.69803876112735,56.0,0.9226144613490967,0.7446078350201313,0.002540366611897924,0.0015603244221446767,0.9488833817728549,0.7099513472811728,False,False
WASP-39 b,Transmission,73,449,Fischer et al. 2016,Sing et al. 2016,Space Telescope Imaging Spectrograph,Space Telescope Imaging Spectrograph,True,unknown,True,32.0,14.0,0.026952179833239772,0.007196502640363419,20.577223322223062,31.0,0.9226164508025613,0.6637813974910666,-0.1146798155604954,0.06221029305708175,0.9703648784451125,0.5726339694673217,False,False
WASP-12 b,Transmission,250,507,Kreidberg et al. 2015,Changeat et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,7.0,0.0,-0.050689597859576094,0.0021237526903143673,1.9564464747935184,6.0,0.9236602850966659,0.3260744124655864,0.006452972915977302,0.01643686679425604,0.8757655710372954,0.360463689956724,False,False
GJ 341 b,Transmission,1004,1006,Kirk et al. 2024,Kirk et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,unknown,True,55.0,0.0,0.002438007789660621,0.0005428343584596669,39.90439179164374,54.0,0.9237410721264232,0.738970218363773,-5.221518165967065e-05,0.0017703381116356133,0.9080548092742936,0.752896639018338,False,False
55 Cnc e,Eclipse,853,854,Patel et al. 2024,Patel et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,same_obs,True,28.0,28.0,0.004642914029959971,0.000510198604794754,17.287402579834346,27.0,0.923793086198492,0.6402741696234943,0.00016856893856804017,0.0020277643977669154,0.9003644659807558,0.6646343042476359,True,
WASP-17 b,Transmission,537,1014,Saba et al. 2022,Alderson et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,23.0,4.0,-0.0032035900433197827,0.0032078893500480286,13.302587041658164,22.0,0.9243772269404623,0.6046630473480984,0.0448671581863014,0.024056221457481257,0.9811076043097041,0.4678097432486603,False,False
TRAPPIST-1 c,Transmission,988,989,Radica et al. 2025,Radica et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),Near Infrared Imager and Slitless Spectrograph (NIRISS),True,unknown,True,26.0,0.0,-0.0038477991671850586,0.003372156629048884,15.652989070365095,25.0,0.9247714253836983,0.6261195628146038,-0.008193662198037662,0.00851334665326249,0.9285017423325423,0.6136117059125702,False,False
GJ 1132 b,Transmission,1087,1094,Bennett et al. 2025,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,Near Infrared Spectrograph (NIRSpec),False,unknown,True,58.0,0.0,-0.0037292790008528827,0.0007882728167996044,42.26774205364323,57.0,0.9273959831682443,0.7415393342744426,-0.000899356188071555,0.0014086275814694986,0.9198756864547663,0.7475019181611927,False,False
WASP-29 b,Transmission,289,889,Gibson et al. 2013,Wong et al. 2022,GMOS,Space Telescope Imaging Spectrograph,False,unknown,True,5.0,0.0,-0.00816612272522597,0.012528021859476402,0.8747145787685127,4.0,0.9281600646845213,0.21867864469212817,0.010988469547478955,0.24199267791839316,0.8320218248872951,0.29088422250832346,False,False
HAT-P-18 b,Transmission,628,803,Jiang et al. 2023,Fournier-Tondreau et al. 2024,OSIRIS,Near Infrared Imager and Slitless Spectrograph (NIRISS),False,unknown,True,18.0,0.0,-0.03520884835610051,0.02721862317018085,9.348448926392152,17.0,0.9286919293197538,0.5499087603760089,0.007265464770992053,0.5655979355362148,0.8983803506482111,0.5842677447529684,False,False
GJ 1132 b,Transmission,1083,1089,Bennett et al. 2025,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,Near Infrared Spectrograph (NIRSpec) - G395H,False,unknown,True,62.0,2.0,-0.008170204061511857,0.000981621374588535,45.618365289244984,61.0,0.9290593593872222,0.7478420539220489,-0.000953988793711012,0.001689071213476141,0.9204759110461564,0.7549894221910809,False,False
WASP-39 b,Transmission,77,577,Feinstein et al. 2023,Panek et al. 2023,Near Infrared Imager and Slitless Spectrograph (NIRISS),Wide Field Camera 3,False,unknown,True,20.0,20.0,-0.015207732636514891,0.0028566231296222417,10.824900283671738,19.0,0.9295878379706679,0.5697315938774599,-0.012763887373015592,0.01867486647948528,0.91960109535457,0.5754308962341518,False,False
GJ 1132 b,Transmission,558,1091,May et al. 2023,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec) - G395M,False,unknown,True,59.0,0.0,0.00017463721467953847,0.000986671250067422,42.98348876505349,58.0,0.9296826486610359,0.7410946338802326,0.001573918160902964,0.001631810162803883,0.9307336412393751,0.7377751661396875,False,False
GJ 1132 b,Transmission,1080,1093,Bennett et al. 2025,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec),False,unknown,True,56.0,1.0,-0.0008371238046644351,0.0007831765221679078,40.37711419597031,55.0,0.9300635189997053,0.7341293490176419,0.0011244851554735437,0.0013808619542460996,0.9269135547262936,0.7354439185151008,False,False
WASP-127 b,Transmission,224,350,Chen et al. 2018,Palle et al. 2017,ALFOSC,ALFOSC,True,unknown,True,23.0,0.0,-0.10579181293588809,0.014876271432174933,13.07735776659064,22.0,0.9309813174609806,0.5944253530268473,0.055524208996128824,0.11830629773524937,0.9135469721335463,0.6122424272118631,False,False
55 Cnc e,Eclipse,858,859,Patel et al. 2024,Patel et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,independent,True,28.0,28.0,-0.008171913445943446,0.0006460827781563984,16.963618860137274,27.0,0.9320159380724137,0.6282821800050842,-0.003057949770285168,0.0023994098054986534,0.950807613754626,0.5899758748743056,False,False
GJ 1132 b,Transmission,1080,1094,Bennett et al. 2025,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec),False,unknown,True,62.0,1.0,-0.002622385613372619,0.0007694868791876343,45.41120971216221,61.0,0.9321050555059248,0.7444460608551182,0.0008176704580949456,0.0013029535930344054,0.9249859187094185,0.7502898141630969,False,False
55 Cnc e,Eclipse,856,857,Patel et al. 2024,Patel et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,independent,True,28.0,28.0,-0.00766078013578466,0.000638858711482774,16.940587031625444,27.0,0.9325776093567891,0.6274291493194609,0.001134117645941741,0.0025055022392035673,0.9168506226701045,0.6436805486825927,False,False
HAT-P-32 b,Eclipse,28,592,Nikolov et al. 2018,Changeat et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,14.0,0.0,0.011100035972096418,0.0035235405249995845,6.336610698636956,13.0,0.9330396172904958,0.48743159220284277,-0.006168869665430034,0.02470721788142598,0.901629670079212,0.522855931012916,False,False
WASP-107 b,Transmission,550,552,Dyrek et al. 2024,Dyrek et al. 2024,Mid-Infrared Instrument (MIRI) - LRS,Mid-Infrared Instrument (MIRI) - LRS,True,unknown,True,49.0,0.0,-0.005777599299856276,0.0017420413329366944,34.180595655669535,48.0,0.9337704359523381,0.7120957428264486,-0.0008794406803296712,0.0011274608108493814,0.9297357437909632,0.7143014097002794,False,False
HD 15337 c,Transmission,1766,1770,Wallack et al. 2026,Wallack et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395H,True,unknown,True,104.0,104.0,-0.0021908975325416343,0.0005716602037214698,82.25927409655625,103.0,0.9342290914012508,0.7986337290927792,-0.0032124032946658477,0.0010440931234329406,0.9872285699553117,0.7136563116049803,False,False
WASP-39 b,Transmission,170,577,Wakeford et al. 2018,Panek et al. 2023,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,19.0,19.0,-0.022520647705597648,0.004660677518863263,9.918191557675675,18.0,0.9345437780959975,0.551010642093093,-0.058280279120374846,0.031048725868081967,0.9901154017479061,0.37616720138008697,False,False
WASP-79 b,Eclipse,517,533,Mansfield et al. 2021,Foote et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,3.0,0.0,0.0002285005113553754,0.004771998789760118,0.13358602586988028,2.0,0.9353887946817273,0.06679301293494014,,,,,False,False
HD 209458 b,Transmission,44,574,Deming et al. 2013,Panek et al. 2023,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,18.0,18.0,0.006178171362246732,0.0011596326076325218,9.045479928602214,17.0,0.9388241710050567,0.5320870546236597,-0.013365130501922532,0.008189277476536626,0.9834194170293974,0.39887277450956343,False,False
L 98-59 b,Transmission,873,1624,Damiano et al. 2022,Zhou et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,17.0,0.0,-0.0002633567098085507,0.001422167546905768,8.302641717973666,16.0,0.9393415795911557,0.5189151073733541,-0.004743705712545045,0.010081481579116567,0.9204844871662738,0.5387491372635533,False,False
55 Cnc e,Eclipse,855,860,Patel et al. 2024,Patel et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,independent,True,28.0,28.0,0.005614314816903473,0.0006864169439912488,16.592473966362217,27.0,0.9406956366929871,0.6145360728282303,-0.0035677383162231653,0.002616837891177322,0.9620121980828134,0.5666798202773708,False,False
GJ 341 b,Transmission,998,999,Kirk et al. 2024,Kirk et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,unknown,True,54.0,54.0,-0.0005674603732325072,0.0003798129080363472,37.94398331006239,53.0,0.9409857695357619,0.7159242133974036,0.0036034655524427453,0.0013301134363776553,0.9921503851261575,0.5885487590568331,False,False
GJ 1132 b,Transmission,1084,1093,Bennett et al. 2025,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec),False,unknown,True,54.0,0.0,-0.0006094346402994047,0.0007418570212244994,37.92374240247284,53.0,0.9412747358901759,0.7155423094806196,0.002476783013234407,0.001310853396198009,0.9719160130336402,0.6606489780970393,False,False
TOI-561 b,Eclipse,1066,1067,Teske et al. 2025,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395H,True,same_obs,True,7.0,0.0,0.0003803290740162655,0.0004374499003219365,1.740967084125986,6.0,0.941914920168943,0.29016118068766433,0.0007586251106211014,0.0008033252593668715,0.9737924723648634,0.16983172732604584,True,
TOI-260 b,Transmission,1762,1764,Meech et al. 2026,Meech et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395H,True,unknown,True,104.0,104.0,0.0003572788799576426,0.00036085697355902073,81.37767591824056,103.0,0.9429158170650678,0.7900745234780636,-0.0030453095219415906,0.0006634325103021934,0.9996662407226701,0.591249419609896,False,False
55 Cnc e,Eclipse,853,860,Patel et al. 2024,Patel et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,independent,True,28.0,28.0,0.008661865594731772,0.0005090377616635035,16.409154385133306,27.0,0.9446941032473678,0.607746458708641,-0.0015486773749764135,0.0020187742063409882,0.9404220933507392,0.6084867099426947,False,False
GJ 1132 b,Transmission,560,1091,May et al. 2023,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec) - G395M,False,unknown,True,60.0,0.0,0.0018082377737755784,0.0010015249984236402,42.76878487002024,59.0,0.9447100488237469,0.7248946588139024,0.0010012668378052844,0.0016542231751747478,0.9381859298580848,0.7310762412243514,False,False
GJ 1214 b,Transmission,863,864,Schlawin et al. 2024,Schlawin et al. 2024,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec),True,unknown,True,59.0,0.0,-0.0037372017359528957,0.0011467096604409806,41.91349378000448,58.0,0.9447538282400736,0.7226464444828359,0.00029802373974377363,0.001948169931465209,0.9331981041318496,0.7349138955348298,False,False
GJ 341 b,Transmission,998,1004,Kirk et al. 2024,Kirk et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,unknown,True,52.0,0.0,-6.106872286907366e-05,0.0005178572865974108,35.96340979532872,51.0,0.9451065285108957,0.705164897947622,0.0013860580392865704,0.0017866802024297434,0.9416748270837353,0.7072317248011291,False,False
GJ 1132 b,Transmission,1085,1091,Bennett et al. 2025,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395M,False,unknown,True,54.0,0.0,0.0024096783025419973,0.0010085227585903346,37.604593100474794,53.0,0.9456988998086567,0.7095206245372603,0.00047658829489908097,0.0017264113069172565,0.9345094855783412,0.7216997214480639,False,False
GJ 486 b,Transmission,127,354,Moran et al. 2023,Moran et al. 2023,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec),True,unknown,True,46.0,1.0,0.0013518308237163378,0.00035328662429558476,30.885714986154408,45.0,0.9460376563385919,0.6863492219145424,0.0010792684694135807,0.0006249848006757623,0.9720635486254786,0.6341734010753572,False,False
GJ 1132 b,Transmission,559,560,May et al. 2023,May et al. 2023,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec),True,unknown,True,59.0,0.0,-0.0019964725046428223,0.0009586222576366742,41.7813498972339,58.0,0.9464392630105242,0.7203681016764466,0.0009988855860173088,0.0016363607802138689,0.9401121081847778,0.7264688370783221,False,False
HD 189733 b,Transmission,35,37,Gibson et al. 2012,Sing et al. 2016,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,3.0,0.0,-0.04579163621572808,0.006983785927872542,0.1100637276254443,2.0,0.9464549898084644,0.05503186381272215,,,,,False,False
HAT-P-41 b,Eclipse,512,527,Mansfield et al. 2021,Fu et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,13.0,0.0,-0.009195494507468097,0.0037086108845353627,5.3074052332565245,12.0,0.9469155106726086,0.4422837694380437,-0.007519221876310456,0.02836829315546487,0.9191395618296705,0.47610453504642647,False,False
WASP-17 b,Transmission,912,1013,Louie et al. 2025,Alderson et al. 2022,Near Infrared Imager and Slitless Spectrograph (NIRISS),Space Telescope Imaging Spectrograph,False,unknown,True,7.0,0.0,-0.02417130493382729,0.020811248508182473,1.6760962173006857,6.0,0.9469517225740065,0.2793493695501143,-0.04639562265076587,0.26294486788927657,0.8957592267667632,0.3289925911874998,False,False
TRAPPIST-1 d,Transmission,1069,1694,Piaulet-Ghorayeb et al. 2025,Zhang et al. 2018,Near Infrared Spectrograph (NIRSpec) - PRISM,Wide Field Camera 3,False,unknown,True,4.0,0.0,0.03862789038480406,0.006022915230247555,0.3614717876585147,3.0,0.9480813052962853,0.12049059588617156,-0.010854231938339962,0.04260440943287478,0.8621874468505183,0.1482825762154563,False,False
GJ 1132 b,Transmission,556,1080,May et al. 2023,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec) - G395H,False,unknown,True,60.0,0.0,0.0035260601933718733,0.0009481946704891427,42.48126093486649,59.0,0.9482941144058225,0.7200213717773981,-0.0016535903270539296,0.001609872787071881,0.9507842678005934,0.7142450292693595,False,False
WASP-19 b,Transmission,65,279,Bean et al. 2013,Huitson et al. 2013,MMIRS,Wide Field Camera 3,False,unknown,True,3.0,1.0,-0.0948947816459664,0.015473937930133254,0.10541641981668953,2.0,0.9486567807502199,0.052708209908344766,,,,,False,False
WASP-39 b,Transmission,828,833,Carter et al. 2024,Carter et al. 2024,Near Infrared Imager and Slitless Spectrograph (NIRISS),Near Infrared Camera (NIRCam),False,unknown,True,13.0,1.0,-0.0007929764136766653,0.005448096952584842,5.238175740358612,12.0,0.9495467625886286,0.4365146450298843,-0.00975400562696916,0.05056807316991793,0.9210441836982599,0.472815429303008,False,False
WASP-17 b,Transmission,914,1013,Louie et al. 2025,Alderson et al. 2022,Near Infrared Imager and Slitless Spectrograph (NIRISS),Space Telescope Imaging Spectrograph,False,unknown,True,6.0,1.0,-0.018978078409942627,0.021815040112228894,1.1453640792763082,5.0,0.9500103109348924,0.22907281585526165,0.16188095302837557,0.3571818891717086,0.9187594580677402,0.2349895766094881,False,False
GJ 341 b,Transmission,999,1006,Kirk et al. 2024,Kirk et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,unknown,True,52.0,0.0,0.0027762510999282874,0.000441437549567557,35.58590784871369,51.0,0.9501813410194264,0.697762898994386,-0.0027108691137783416,0.001532865700616386,0.9741982603667363,0.6491664909284184,False,False
L 98-59 b,Transmission,882,1621,Damiano et al. 2022,Zhou et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,17.0,0.0,0.0013453848776423872,0.0009503732036903704,7.9539542686850435,16.0,0.9502253545375376,0.4971221417928152,-0.005530508905954093,0.006747237494927813,0.9493437765257896,0.4854730118619507,False,False
HD 219666 b,Transmission,663,975,Edwards et al. 2023,Murphy et al. 2025,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,15.0,0.0,0.02110019432994006,0.0019173675404803028,6.555976984930369,14.0,0.9504774825095422,0.4682840703521692,0.015557534021461358,0.015086055296003818,0.9626937183068884,0.42249961711558276,False,False
GJ 1132 b,Transmission,1081,1083,Bennett et al. 2025,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395M,False,unknown,True,62.0,1.0,0.005622018261978102,0.001012438278353142,43.92573227371649,61.0,0.9512914965443386,0.7200939717002703,-1.1189309690851345e-05,0.0017151540301697792,0.9407750203987321,0.7320948285640438,False,False
GJ 341 b,Transmission,999,1005,Kirk et al. 2024,Kirk et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,unknown,True,52.0,0.0,0.0017319094969418213,0.0004435500271910142,35.461096980484,51.0,0.9517819817523842,0.6953156270683137,-0.0006709721886904277,0.0015526119910271126,0.9429483410113353,0.7054867456168935,False,False
Qatar-1 b,Transmission,47,630,von Essen et al. 2017,Jiang et al. 2023,GMOS,OSIRIS,False,unknown,True,12.0,0.0,-0.19869974164607784,0.010024167371046158,4.509373044470182,11.0,0.9525862630087584,0.40994300404274386,0.19516273439134538,0.17031766916231744,0.9764183674638901,0.3196343862009578,False,False
TOI-1685 b,Transmission,1029,1571,Luque et al. 2025,Fisher et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395H,True,unknown,True,29.0,29.0,0.0010560473121875337,0.0017552143372028888,16.770828845163823,28.0,0.9529794148822058,0.5989581730415651,-0.01151681483918158,0.005226925084880186,0.9946115902939645,0.44133403955252914,False,False
L 98-59 b,Transmission,875,1621,Damiano et al. 2022,Zhou et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,17.0,0.0,0.000351329570077386,0.0012756333662245667,7.85785336702827,16.0,0.952985796068383,0.4911158354392669,-0.0087526278300404,0.009152669942472238,0.9592024668675344,0.4628905597140875,False,False
L 168-9 b,Transmission,905,906,Alam et al. 2025,Alam et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec) - G395H,False,unknown,True,53.0,53.0,-0.0008893963971488351,0.0005226714208475636,36.11263126279519,52.0,0.9540450907337964,0.6944736781306767,-0.0031741750650015345,0.0009926390511432674,0.998684628404117,0.5075933551594433,False,False
WASP-17 b,Transmission,542,1013,Saba et al. 2022,Alderson et al. 2022,Space Telescope Imaging Spectrograph,Space Telescope Imaging Spectrograph,True,unknown,True,7.0,1.0,0.02851339580571564,0.019508448093347976,1.5724083667844975,6.0,0.9545404602960199,0.2620680611307496,0.10681150592457596,0.21370365365095412,0.9325893764139621,0.26451940157782394,False,False
WASP-17 b,Transmission,537,1013,Saba et al. 2022,Alderson et al. 2022,Wide Field Camera 3,Space Telescope Imaging Spectrograph,False,unknown,True,3.0,0.0,-0.023477466556453733,0.04183284458886489,0.09276150609731386,2.0,0.9546783962708237,0.04638075304865693,,,,,False,False
L 98-59 b,Transmission,882,1625,Damiano et al. 2022,Zhou et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,17.0,0.0,0.0028585305442690436,0.0010195344368504014,7.7932756769962666,16.0,0.9547835287519515,0.48707972981226666,-0.004139197185982473,0.007341457837785099,0.9430920888941298,0.49835949660866113,False,False
WASP-17 b,Transmission,1013,1015,Alderson et al. 2022,Alderson et al. 2022,Space Telescope Imaging Spectrograph,Wide Field Camera 3,False,unknown,True,3.0,0.0,0.014792037863679932,0.04185791472300817,0.09186533729110156,2.0,0.9551062686244801,0.04593266864555078,,,,,False,False
HD 189733 b,Transmission,35,264,Gibson et al. 2012,McCullough et al. 2014,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,3.0,0.0,-0.01236433985993091,0.007434433148637969,0.09118534183208746,2.0,0.9554310577979124,0.04559267091604373,,,,,False,False
GJ 3470 b,Transmission,195,220,Dragomir et al. 2015,Dragomir et al. 2015,SBIG imager,SBIG imager,True,unknown,True,3.0,3.0,-0.03242812117312894,0.04947846320254867,0.09007930291460862,2.0,0.9559595758912839,0.04503965145730431,,,,,False,False
